Name,urlwebsite,Description French,Description
piq,http://www.piq.com,"More than just sport tracker for Boxing, Kiteboarding, Golf, Ski & Tennis. Get more insights & analytics for your trainings – go forth! Become unstoppable! Try it!","More than just sports tracker for Boxing, Kiteboarding, Golf, Skiing and Tennis. Get more insights & analytics for your workshops - go forth! Become unstoppable! Try it!"
doza,http://www.ulule.com/we-doza,La plateforme de production participative qui soutient l'artisanat d'Afrique du Sud!,Participatory production platform that supports the South African crafts!
voxmapp,http://www.voxmapp.com,"A set of tools and solutions to improve knowledge, community participation and effective decision-making. Our products are designed to generate effective programs and policies that will improve people’s lives.","A set of tools and solutions to Improve knowledge, community participation and effective decision-making. Our products are designed to generate effective programs and policies That will Improve people's lives."
sportymap,http://www.sportymap.com,,#VALUE!
trainme,https://trainme.co,Pour se défouler avec son coach tout en restant à la maison... Du sport en ligne avec nos meilleurs coachs sportifs pour vous motiver en temps réel par visioconférence !,To romp with his coach while staying at home ... the sport in line with our best sports coaches to motivate you in real time videoconferencing!
tennis-contact,http://www.tennis-contact.com/,,#VALUE!
windoo,https://windoo.fr/,La solution clef-en-main pour l’épanouissement personnel et professionnel de vos collaborateurs.,The key-in-hand solution for professional development staff and your employees.
shapeheart,http://www.shapeheart.com/blog-shapeheart,,#VALUE!
horseee,http://horseee.fr,,#VALUE!
lsee,http://lsee.com/,,#VALUE!
ekzerco,http://www.ekzerco.com,Envie de prendre l'air ? Retrouvez toute l'activité sportive de plein air accompagné par des professionnels partout en France en quelques clics,Want to take the air? Find all the sports outdoor activity accompanied by professionals throughout France in a few clicks
home-connected,http://www.homeisconnected.com,,#VALUE!
guarding,http://www.guarding.fr,,#VALUE!
cut-adopters,https://www.cutadopters.com,トイサブの口コミの調査など,ト イ サ ブ の 口 コ ミ の 調査 な ど
recastai,https://recast.ai,Log in to our collaborative chatbot software and start building powerful AI bots.,Log in to our collaborative chatbot software and start building Powerful AI bots.
prismicio,http://prismic.io,Choose your technology. Use the API to fetch content. Empower your content team.,Choose your technology. Use the API to fetch happy. Empower your team happy.
soyooz,http://soyooz-pro.com,,#VALUE!
digifood,http://www.digifood.fr,"Digifood est un écosystème complet conçu pour les restaurateurs. Que vous ayez une activité quotidienne ou événementielle, adoptez les bon outils pour développer votre chiffre d'affaires et améliorer l'expérience de vos clients.","Digifood is a complete ecosystem designed for restaurateurs. Whether you have a daily event or activity, adopt the right tools to grow your revenue and improve customer experience."
skop,https://www.skop.io,"Le magazine collaboratif qui vous paye pour écrire, voter & partager. Recevez chaque jour 90% des revenus et découvrez du contenu exclusif.","Collaborative magazine that pays you to write, vote & share. Receive daily 90% of revenues and discover exclusive content."
les-collecteurs,http://www.lescollecteurs.fr,,#VALUE!
homechefhome,https://homechefhome.fr/,,#VALUE!
clother,http://www.clotherapp.com,,#VALUE!
recommerce,http://www.recommerce.com,,#VALUE!
launchmetrics,http://launchmetrics.com,,#VALUE!
ai-shopping,http://aishoppingparis.com,提供法国最新时尚资讯，乐享巴黎独家折扣优惠，还有左岸、玛黑区等著名商圈的购物路线，教你如何高效旅游，精明血拼。,"提供 法国 最新 时尚 资讯, 乐 享 巴黎 独家 折扣 优惠, 还有 左岸, 玛 黑 区 等 著名 商圈 的 购物 路线, 教 你 如何 高效 旅游, 精明 血拼."
efiester,http://www.efiester.com,efiester : Les commandes à plusieurs pour toutes les occasions,efiester: Orders several for all occasions
malohe,http://www.malohe.com,,#VALUE!
prise,https://www.facebook.com/PriseParis/,"Prise. 121 likes · 1 talking about this. Avec Prise, tirez le meilleur de Paris","Outlet. 121 likes · 1 talking about this. With Jack, make the most of Paris"
cliclic,http://cliclic.tv,Engagez votre communauté sur les réseaux sociaux. CliCliC vous accompagne techniquement dans l'interaction avec votre audience grâce à des solutions sur-mesure innovantes et en temps réel,"Engage your community on social networks. Cliclic technically accompanies you in interacting with your audience through solutions tailored innovative, real-time"
chef-minute,http://www.chefminute.paris,,#VALUE!
net-c-netcourriercom,https://www.net-c.com,"Create your free e-mail address on Mailo, a European, full and secure mail system. Here your e-mails are not read to establish your advertising profile.","Create your free e-mail address is Mailo, a European, full and secure email system. Here your emails are not read to suit les advertising your profile."
testagogo,https://testagogo.sharetribe.com,,#VALUE!
extracadabra,http://extracadabra.com/,,#VALUE!
big-indie-games,http://bigindiegames.co,,#VALUE!
lofty-city,https://www.lofty.paris,Rangement et stockage Paris et en région parisienne sans bouger de chez vous. Récupérez vos affaires quand vous le souhaitez.,Storage and storage Paris and the Paris region without leaving your home. Recover your business whenever you want.
wibleo,https://wibleo.com/,,#VALUE!
doctolib,https://www.doctolib.fr/,Trouvez rapidement un spécialiste près de chez vous et prenez rendez-vous gratuitement en ligne en quelques clics,Quickly find a specialist near you and make an appointment for free online in few clicks
jaipasleprofil,http://www.jaipasleprofil.fr,,#VALUE!
salesmachine,https://www.salesmachine.io/,"Salesmachine helps sales, product and customer success teams instantly convert more leads, accelerate adoption and reduce churn.","Salesmachine helps sales, product and customer success teams Instantly convert more leads, accelerate adoption and Reduce churn."
ik-generator,https://www.ik-generator.com,"Grâce à IK-Generator, générez vos tableaux d’indemnités kilométriques en moins de 10 secondes. Venez l'essayer, c'est unique et bluffant !","With IK-Generator, generate your tables mileage allowances in less than 10 seconds. Come try it, it is unique and stunning!"
eulerian-technologies,https://www.eulerian.com/,Prenez les bonnes décisions d’investissement média. Optimisez votre performance marketing grâce à notre Attribution marketing et nos solutions technologiques.,Make better media investment decisions. Optimize your marketing performance through our marketing Award and our technology solutions.
itool,http://www.itool.com,,#VALUE!
regulsmoke,http://www.smoking-stopper.com/,,#VALUE!
peeble,http://bit.ly/24hvOR5,"La solution n°1 en réseaux Internet, WiFi & Télécoms pour tous vos événements.
Découvrez nos solutions packagées pour vos besoins en connectivité WiFi
événementiel. Contactez-nous pour recevoir un devis personnalisé.","Solution No. 1 in Internet networks, WiFi & Telecoms for all your events.
Discover our packaged solutions for your wireless connectivity needs
event. Contact us for a quote."
e-novate-trading-desk-mobile,http://www.e-novate.fr/,"Spécialiste de l’achat en RTB mobile, E-novate est le seul acteur garantissant votre brand safety dans l’univers programmatique mobile. Sa technologie propriétaire souple et puissante est au service de vos problématiques premium.","Specialist buy RTB Mobile, E-novate is the only actor to ensure your brand safety in the mobile programmatic universe. Its flexible and powerful proprietary technology is at the service of your premium issues."
makitoo,http://makitoo.com/,"makitoo.com is your first and best source for all of the information you’re looking for. From general topics to more of what you would expect to find here, makitoo.com has it all. We hope you find what you are searching for!","makitoo.com is your first and best source for all of the information you're looking for. From general topics to more of what You Would expect to find here, makitoo.com has it all. We hope you find what you are searching for!"
newzik,http://www.newzik.com/,"We help musicians learn, practice and perform by making their sheet music interactive and collaborative. Discover Newzik and get started for free!","We help musicians learn, practice and perform by making Their sheet music interactive and collaborative. Discover Newzik and get started for free!"
payfit,http://www.payfit.com,,#VALUE!
zen-mobile,http://www.zenmobile.fr,,#VALUE!
experquizcom,http://www.experquiz.com,"ExperQuiz - Une solution complète pour construire et déployer des évaluations objectives, rendre les formations plus efficaces, stimuler le partage de connaissance et capitaliser l'expertise.","ExperQuiz - A complete solution for building and deploying objective assessments, making them more effective training, stimulate knowledge sharing and leverage expertise."
adwantedcom,http://www.adwanted.com,Please wait,Please wait
artelys,http://www.artelys.com,"Artelys is a company specializing in optimization, modeling and data science, which publishes the decision support software suite Artelys Crystal.","Artelys is a company Specializing in optimization, modeling and data science qui Publishes the decision support software suite Artelys Crystal."
uint-asia-pacific-limited,http://www.uint.asia,,#VALUE!
federeves,https://www.federeves.com,"Brulafine est une trilogie brule-graisse efficace au service de votre minceur. Maigrir vite et bien, sans privation et sans ennui.","Brulafine is an effective burn-fat trilogy serving your thinness. Lose weight quickly and well, without deprivation and without boredom."
youberjob,http://www.youberjob.com,,#VALUE!
smartisi,http://www.smartisi.com,Smartisi - Le CRM dédié aux Experts-Comptables. Entrez dans l'ère du numérique et renforcez votre image auprès de vos clients,Smartisi - CRM dedicated CPAs. Enter the digital age and strengthen your image with your customers
keed,https://www.hellokeed.com/,Nous avons imaginé et déniché des produits qui accompagneront les bébés leurs premières années. Des indispensables de la liste de cadeaux de naissance,We imagined and found products that accompany their babies early years. Indispensable to the list of baby gifts
clother-0,http://www.clotherapp.com,,#VALUE!
mytutorabroad,http://mytutorabroad.com/,,#VALUE!
sigilium,https://sigilium.com,"Sigilium - Votre signature email, un espace priviliégié de communication","Sigilium - Your email signature, a priviliégié communication space"
smartpilot,https://smartpilot.fr,"Caisse enregistreuse tactile sur iPad, Android, PC et Mac - Facturez, pilotez, communiquez et suivez facilement l'activité de votre entreprise à distance.","touchscreen cash register on iPad, Android, PC and Mac - Invoice, drive, communicate and easily follow the activity of your business remotely."
dynseo,http://www.dynseo.com,"Avec DYNSEO, votre mémoire met le turbo ! DYNSEO est le spécialiste des applications de rééducation et stimulation cognitive, pour tous : jeux de mémoire,..","With DYNSEO, memory puts the turbo! DYNSEO is the specialist rehabilitation and cognitive stimulation applications for all: memory games, .."
mymentor,http://www.mymentor.Fr,Professeurs particuliers issus des meilleures écoles à -50% grâce aux réductions d'impôts. L'excellence scolaire accessible et à domicile.,Teachers tuition from the best schools to -50% thanks to tax cuts. The available academic excellence and at home.
urban-circus,http://urban-circus.fr/,,#VALUE!
maspatulecom,http://www.maspatule.com,Ustensiles de cuisine pour transformer votre cuisine en atelier du fait-maison. Vente d'ustensiles de cuisine de qualité et de matériel de cuisine pour tous !,Kitchen utensils to turn your kitchen workshop homemade. Sale of quality cooking utensils and cooking equipment for everyone!
goodat,http://goodat.io,,#VALUE!
wibulle,http://www.wibulle.fr,,#VALUE!
sedomicilierfr,https://sedomicilier.fr,"N°1 de la domiciliation d’entreprise 100% en ligne à partir de 6,49€/mois, adresses de domiciliation à Paris et en France, contrat de domiciliation, transfert de siège social","No. 1 corporate domicile 100% online from 6,49 € / month, domicile addresses in Paris and France, domiciliation agreement, headquartered transfer"
loue-un-numero,http://www.loueunnumero.com,,#VALUE!
hivy,http://bit.ly/hivylaunch,,#VALUE!
legalplace,http://www.legalplace.fr,"Tous vos contrats et formalités juridiques, en ligne, en moins de 5 minutes. Simplifiez-vous la vie avec LegalPlace.",All your contracts and legal formalities online in less than 5 minutes. Simplify your life with LegalPlace.
howtank,http://www.howtank.com,"Howtank, le réseau social de partage d'expérience qui réunit clients et marques par la conversation et l’entraide, grâce à un chat et des salons de discussion. Découvrez nos communautés de marque.","Howtank, the social network for sharing experience that brings together customers and brands through conversation and mutual support through a chat and chat rooms. Discover our brand communities."
les-logiciels-saas,http://logicielsaasfrenchtech.fr,"Liste des meilleurs logiciels SaaS French Tech présentée par Orson en collaboration avec Maddyness, la FIMIF et la French Tech.",List of the best software SaaS French Tech presented by Orson Maddyness in collaboration with the FIMIF and French Tech.
stouring,https://stouring.com,"Pour préparer votre visite dans une ville, rencontrer ses habitants, réserver des offres locales et partager vos avis, en France et à l’international","To prepare your visit in a city, meet its people, book local offers and share your opinion in France and abroad"
idealwine,https://www.idealwine.com,"Achat et vente de vins, grandes cuvées, vieux millésimes, ventes aux enchères en ligne ou en direct des domaines. Argus et cotes des vins gratuites.","Purchase and sale of wines, great wines, old vintages, online auctions or live areas. Argus and dimensions free wines."
monhotessefr,http://www.monhotesse.fr,,#VALUE!
greenbureau,http://greenbureau.com,"Nos solutions digitales et téléphoniques améliorent votre relation client : messageries instantanées, rappel intelligent, SVI visuel ... Intégration simple.","Our digital and telephone solutions improve customer relationships: instant messaging, reminder intelligent IVR visual ... Easy integration."
le-legaliste,http://www.lelegaliste.fr/,Annonce légale pas cher : publication de vos annonces légales en ligne GARANTIE au meilleur prix 24h/24 sans frais supplémentaire. Attestation immédiate au prix le plus bas du marché,Legal cheap Announcement: Release your legal ads online for the best price GUARANTEED 24/24 no charge. Immediate certificate at the lowest market price
save,https://www.save.co/,Garantie 1 an - Agréments constructeurs  - 220+ magasins en France et 300 en Europe. Nos sauveteurs sont à la disposition de vos téléphones !,Warranty 1 Year - Approvals manufacturers - 220+ stores in France and 300 in Europe. Our lifeguards are available for your phone!
iid,http://iid-app.com/,,#VALUE!
bellepharmacom,http://www.bellepharma.com,Le 1er site e-commerce de personnalisation de supports de communication à destination des pharmaciens.,The first e-commerce site personalization of communication media to pharmacists.
wizypay,http://www.wizypay.com,,#VALUE!
swiper,http://www.swiper.fr,"Swiper, l'application qui va révolutionner votre écran de verrouillage !","Swiper, the application that will revolutionize your lock screen!"
cashinfo,http://www.cashinfo.com,,#VALUE!
braincities,http://www.braincities.co,,#VALUE!
dressing-avenue,http://www.dressingavenue.com,"Location en ligne de vêtements et accessoires de luxe entre particuliers : robes, costumes, sacs, vestes - Assurance incluse - Authenticité 100% garantie.","Rent online luxury clothing and accessories between individuals: dresses, suits, bags, jackets - Insurance included - 100% Authenticity Guarantee."
publishroom,http://www.publishroom.com/fr,,#VALUE!
anotherchef,http://www.anotherchef.com,"Cuisine française & cuisine du monde authentique et généreuse : le meilleur italien de Paris, un couscous comme là-bas, cuisine traditionnelle ou fusion, chef cuisinier thaïlandais ou vietnamien… Pour profiter de vos invités, confiez votre repas à un traiteur à domicile à Paris, Lille, Bordeaux et Aix en Provence.","French Food & Cooking of authentic and generous world: the best Italian in Paris, couscous as there traditional or fusion cuisine, Thai or Vietnamese chef ... To enjoy your guests, take your meals in a catering service in Paris Lille, Bordeaux and Aix en Provence."
masutado,http://masutado.com/,,#VALUE!
talentsoft,http://www.talentsoft.fr/,Talentsoft puts employees’ professional growth at the heart of your company’s HR processes with flexible cloud-based talent-management and digital learning software.,Talentsoft puts employees' professional growth at the heart of your company's HR processes with flexible cloud-based talent-management software and digital learning.
thepixeler,http://www.thepixeler.com,,#VALUE!
popottetv,http://www.popotte.tv,,#VALUE!
planet-ride,http://www.planet-ride.com,"Planet Ride vous met en relation avec des agences de voyages locales spécialistes des road-trips et des aventures motorisées partout dans le monde ! Avec Planet Ride, vous trouvez + vite votre prochain road-trip et vous partez avec les meilleurs jusqu'à 20% moins cher qu'avec une agence traditionnelle !","Planet Ride connects you with local travel agencies road-trips specialists and motorized adventures around the world! With Planet Ride, + you find quickly your next road trip and you go with the best up to 20% cheaper than a traditional agency!"
commeunearmoire,http://www.commeunearmoire.com,ku娱乐官网 是当今中国最大、国际知名的船舶制造企业，可为用户提供从产品研发、设计、建造，到维修、改装与绿色拆解全寿命周期服务，也是汇聚了军工、民船、海洋工程装备、修/拆船、重工等五大业务板块的装备制造企业集团。ku娱乐娱乐网站 分析测试中心于2009年5月成立。 2010年6月，它被全国发酵工业协会授予全国氨基酸行业分析检测中心的称号，它是中国氨基酸行业内唯一的专业氨基酸检测分析中心，立足中国，致力于成为全球领先的检验、分析、鉴定和测试机构。ku娱乐娱乐平台 公司是在邓小平同志直接批示下，于 1979 年由国家投资建设的国内最大的新型建材产业基地，现已发展为集建材产业投资、房屋业务、木业业务、全球贸易服务为一体的综合性企业。截止至2018年底，公司资产总额逾160亿元，旗下企业近20家。ku娱乐官网 40年来，华强集团始终秉承“诚信、创新、和谐、共赢”的企业精神，积极营造“鼓励创新、包容失败”的企业文化，走出一条由要素驱动到价值创造，由加工制造到自主创新的发展之路。,"ku 娱乐 官 网 是 当今 中国 最大, 国际 知名 的 船舶 制造 企业, 可 为 用户 提供 从 产品 研发, 设计, 建造, 到 维修, 改装 与 绿色 拆解 全 寿命 周期 服务, 也是 汇聚 了 军工, 民船, 海洋 工程 装备, 修 / 拆船, 重工 等 五大 业务 板块 的 装备 制造 企业 集团 .ku 娱乐 娱乐 网站 分析 测试 中心 于 2009 年 5 月 成立. 2010 年 6 月, 它 被 全国 发酵 工业 协会 授予 全国 氨基酸 行业 分析 检测 中心 的称号, 它 是 中国 氨基酸 行业 内 唯一 的 专业 氨基酸 检测 分析 中心, 立足 中国, 致力于 成为 全球 领先 的 检验, 分析, 鉴定 和 测试 机构 .ku 娱乐 娱乐 平台 公司 是 在 邓小平 同志 直接 批示 下, 于 1979 年由 国家 投资 建设 的 国内 最大 的 新型 建材 产业 基地, 现已 发展 为 集 建材 产业 投资, 房屋 业务, 木业 业务, 全球 贸易 服务 为 一体 的 综合 性 企业. 截止 至 2018 年底, 公司 资产 总额 逾 160 亿元, 旗下 企业 近 20 家 .ku 娱乐 官 网 40 年 来, 华强 集团 始终 秉承 ""诚信, 创新, 和谐, 共赢"" 的 企业 精神, 积极 营造 ""鼓励 创新, 包容 失败"" 的 企业 文化, 走出 一条 由 要素 驱动到 价值 创造, 由 加工 制造 到 自主 创新 的 发展 之 路."
uggy,http://www.uggy.fr,Uggy,Uggy
hubsy-cafe-coworking,http://www.hubsy.fr,"Hubsy Café & Coworking, votre bureau au café en plein coeur de Paris.","Hubsy Café & Coworking, office coffee in the heart of Paris."
kicklox,https://www.kicklox.com/,"Nous facilitons la rencontre et la collaboration entre les entreprises et les ingénieurs, talents tech grâce à notre plateforme digitale.","We facilitate the meeting and collaboration between companies and engineers, tech talents through our digital platform."
weenect,https://www.weenect.com,Veillez sur vos proches avec notre gamme de traceurs GPS pour la famille ✓ Enfants ✓ Seniors ✓ Chiens ✓ Chats ➨ En savoir plus,Watch over your loved ones with our range of GPS tracking for families ✓ ✓ Children Seniors ✓ ✓ Dogs Cats ➨ More
primelis,https://www.primelis.com,"Primelis : Agence SEO, SEA, Social Ads & Display ➔ 45 experts vous accompagnent : Pilotage Stratégique, Audits, Consulting","Primelis: SEO agency, SEA, Social Ads & Display ➔ 45 experts help you: Strategic Steering, Auditing, Consulting"
thensor,http://www.mythensor.com,,#VALUE!
jobprod,http://jobprod.com,"Sur WeLoveDevs, chaque développeur peut trouver l'entreprise où il sera heureux. Trouvez votre job de rêve parmi 1700 entreprises.","On WeLoveDevs, each developer can find the company where he will be happy. Find your dream job among 1,700 companies."
zappiti,http://zappiti.com,"Zappiti designs and produce high-end media players and audio video servers for home entertainement. All of the Zappiti products are designed to provide convenient access to your entire movie library collection with movie covers, powerfull search engine and filters in addition to additional contents.","Zappiti designs and Produce high-end audio video media players and servers for home entertainement. All of the products are designed to Zappiti Provide convenient access to your Entire movie library collection with movie covers, powerfull search engine and filters in addition to additional content."
lingueo,http://www.lingueo.fr/,"Lingueo, les meilleurs cours particuliers de langues par Skype avec des professeurs natifs - Apprendre l'anglais, l'espagnol...","Lingueo, the best private language courses by Skype with native teachers - Learn English, Spanish ..."
virdys,http://www.virdys.fr,"La réalité virtuelle et la réalité augmentée au service de la formation, de l'entraînement et de la communication.","Virtual reality and augmented reality in the service of education, training and communication."
kipyou,https://www.kipyou.com,,#VALUE!
click-and-cheers,http://www.click-and-cheers.com,Une sélection des meilleurs bars de Paris à réserver ou privatiser gratuitement . Profitez d'happy hours exclusifs chez Click and Cheers.,A selection of the best bars in Paris online or privatize free. Enjoy exclusive happy hours at Click and Cheers.
cust,https://cust.cc,校内网址导航,校内 网址 导航
ferpection,http://ferpection.com,"User testing, individual interviews, focus groups and surveys to better understand your customers and optimize the user experience of your products and services.","User testing, individual interviews, focus groups and surveys to better Understand your customers and optimize the user experience of your products and services."
meati-fashion,http://www.meatifashion.com,"金星棋牌首页是一个本着专业、诚信、服务至上为理念的休闲棋牌游戏平台,支持各种好玩的游戏如斗地主,扎金花,港式五张,二人麻将,深海捕鱼,牌九等等,喜欢玩棋牌游戏的玩家不要错过哦,欢迎注册下载！","金星 棋牌 首页 是 一个 本着 专业, 诚信, 服务 至上 为 理念 的 休闲 棋牌 游戏 平台, 支持 各种 好玩 的 游戏 如 斗地主, 扎 金花, 港 式 五 张, 二人 麻将, 深海 捕鱼, 牌九 等等, 喜欢 玩 棋牌 游戏 的 玩家 不要 错过 哦, 欢迎 注册 下载!"
openoox,http://www.openoox.com,"With Openoox the universal bookmark manager you can save, organize and share your favorites wherever you are.","With the universal Openoox bookmark manager you can save, organize and share your favorite Wherever You Are."
augmented-acoustics,http://www.augmentedacoustics.com,"Grâce à SUPRALIVE développé par AUGMENTED ACOUSTICS, proposez à vos spectateurs une expérience sonore interactive et immersive unique sur vos prochains événements (concerts, théâtre, rencontres sportives ...).","With SUPRALIVE developed by AUGMENTED ACOUSTICS offer your audience an interactive and unique immersive sound experience on your next events (concerts, theater, sporting events ...)."
costockagefr,http://www.costockage.fr,"Location box de stockage jusqu'à 60% moins cher. Garde meuble sécurisé, particuliers et pros dans 3000 villes en France. Assurance incluse et Service Client 7/7j","Rental storage box up to 60% cheaper. Guard Secure furniture, individuals and professionals in 3,000 cities in France. including insurance and Customer Service 7 / 7d"
manage-your-trip,https://www.manageyourtrip.com/Index,"Manage Your Trip provides a cloud software in platform all in one for tour operator & dmc. Specializes in group’s automation, MYT covers booking, quotation, marketing & feedbacks aspects.","Manage Your Trip Provides a cloud in software platform for all in one tour operator & DMC. Specializes in group's automation MYT covers booking, quotation, marketing and feedback issues."
pedishox,http://www.pedishox.com,,#VALUE!
canberra-immo-0,https://www.canberra-immo.fr,,#VALUE!
carizy,http://www.carizy.com,"🚘** Achetez ou vendez votre voiture d'occasion en toute sécurité !  CARIZY.com s'occupe de tout - Simple, rapide & sécurisé","🚘 ** Buy or sell your used car safely! CARIZY.com handles everything - Simple, fast & secure"
rentez-vous,http://www.rentez-vous.com,It’s time for fashion again… Rentez Vous To Survive The Reality Of Everyday Life. fashion trends About Us Rentez Vous is a renowned name in the fashion industry that is synonymous with coming up with new trends in the fashion world. Chic Fashion Style Our chick fashion collection is one of the best and is […],It's time for fashion again ... Rentez You To Survive The Reality Of Everyday Life. fashion trends About Us Rentez You is a renowned name in the fashion industry That Is Synonymous with coming up with new trends in the fashion world. Chic Fashion Style Our chick fashion collection is one of the best and is [...]
datawords,http://datawords.fr,"Datawords Group est spécialisé dans la communication digitale avec des services de traduction, de captation video, de stratégie sur les réseaux sociaux et d'adaption culturelle de votre stratégie.","Datawords Group specializes in digital communication with translation services, video capture, strategy on social networks and cultural adaptation of your strategy."
kazaden,http://www.kazaden.com/,"Réservez 900+ week-ends et vacances auprès dexperts locaux de laventure : stages dalpinisme, croisières en voilier, séjours en surfcamp, retraites yoga...","Book 900+ weekends and holidays from premises of experts of adventure: dalpinisme courses, yacht cruises, holidays in surf camp, yoga retreats ..."
inflyter,http://www.inflyter.com,"Download the Inflyter app. Shop duty free online before you fly with exclusive prices, rewards & fast airport collection options to suit you.","Download the app Inflyter. Duty Free Shop online before you fly with exclusive prices, rewards & Fast airport collection options to follow you."
place-du-mariage,http://www.placedumariage.fr,,#VALUE!
cmonsite,https://www.cmonsite.fr/,"Créer un site internet ou créer un site e-commerce gratuitement sur CmonSite, c'est facile grâce à tous les outils mis à votre disposition pour créer un site internet de qualité.",Create a website or create an e-commerce site for free for CmonSite is easy with all the tools at your disposal to create a quality website.
commercitecom,http://commercite.com,"Retrouvez les boutiques web des créateurs français, leurs univers, leurs créations. Commercite.com, une plateforme 100% française.","Find the web shops of French designers, their worlds, their creations. Commercite.com, a French 100% platform."
en-voiture-simone,http://www.envoituresimone.com,Le permis de conduire à 749 €. Entraînement en ligne au code de la route et réservation de leçons de conduite en trois clics.,The license to 749 €. Drive online traffic laws and driving lessons booking in three clicks.
mipise,http://www.mipise.com,,#VALUE!
rive-world,http://bit.ly/HelloMyNameisRive,,#VALUE!
weeknlearn,http://weeknlearn.com,Site not installed,Site not installed
cookn-box,http://www.cooknbox.com,"Livraison chaque semaine de délicieuses recettes avec tous les ingrédients pour cuisiner de bons plats de saison.
Bien manger à la maison avec le plaisir du fait soi-même, produits frais de qualité et recettes livrés à domicile.","Delivery weekly delicious recipes with all the ingredients to cook delicious seasonal dishes.
Eat at home with pleasure the fact oneself, quality fresh products and recipes delivered at home."
citychef,http://www.citychef.fr,,#VALUE!
assessfirst,http://www.assessfirst.com,AssessFirst est la solution de recrutement prédictif qui vous permet d'évaluer le potentiel de vos candidats et d'optimiser votre processus de recrutement !,AssessFirst is predictive recruitment solution that allows you to evaluate the potential of your candidates and optimize your recruitment process!
unefeteundeviscom,http://www.unefeteundevis.com,,#VALUE!
visiteoo,http://www.visiteoo.fr,"Zone-Telechargement Site de téléchargement gratuit de films, series, jeux, musiques, logiciels, mangas, ebooks sur uptobox, 1fichier, uploaded et en Streaming sur youwatch et mystream.","Download-Zone Free Download site of movies, series, games, music, software, manga, ebooks on uptobox, 1file, uploaded and streaming on youwatch and MyStream."
tripaside,http://www.tripaside.com/,エイやサメの皮を使った財布がある事を知っていますか？革財布には牛革やワニ革やヘビ革等、様々な種類の革を使用しています。そんな中でもエイやサメの皮を使った革財布も販売されているのです。当サイトでは革の種類の紹介に加えて一風変わった革も一緒に紹介していきます。,"エ イ や サ メ の 皮 を 使 っ た 財 布 が あ る 事 を 知 っ て い ま す か? 革 財 布 に は 牛 革 や ワ ニ 革 や ヘ ビ 革 等, 様 々 な 種類 の 革 を 使用 し て い ま す. そ ん な 中 で も エ イ や サ メ の 皮 を使 っ た 革 財 布 も 販 売 さ れ て い る の で す. 当 サ イ ト で は 革 の 種類 の 紹 介 に 加 え て 一 風 変 わ っ た 革 も 一 緒 に 紹 介 し て い き ま す."
talentview,https://talentview.fr,,#VALUE!
iobeya,http://www.iobeya.com/en/,"Transform enterprise collaboration with Digital Visual Management designed on Lean and Agile principles.
The enterprise platform for Visual Management at scale. Empower both distributed and co-located teams through a real-time and immersive user experience, with virtual meeting rooms ready for all Visual Management","Transform Company Collaboration with Digital Visual Management is designed Lean and Agile principles.
The enterprise platform for Visual Management at scale. Empower Both distributed and co-located teams through a real-time and immersive user experience, with virtual meeting rooms ready for all Visual Management"
clustree,http://www.clustree.com,...,...
mybinocle,http://www.mybinocle.com,,#VALUE!
sharinplace,https://sharinplace.fr,"Read it in English
[https://stelace.com/blog/building-your-marketplace-is-hard-see-how-we-tried-the-idea-1-7/]

Après avoir développé et maintenu Sharinplace pendant plusieurs années, l'équipe
se consacre aujourd'hui à un nouveau projet : Stelace. En 2019, après presque
deux ans de reconstruction et de test de notre nouvelle architecture de
plate-forme et de notre base de code, nos API de recherche, d'automatisation et
de gestion pour marketplaces sont prêtes!

Se lancer dans l'aventure du comme","Read it in English
[Https://stelace.com/blog/building-your-marketplace-is-hard-see-how-we-tried-the-idea-1-7/]

Having developed and maintained Sharinplace for several years, the team
now focuses on a new project: Stelace. In 2019, after almost
two years of reconstruction and testing of our new architecture
platform and our codebase, our search API, automation and
Management for marketplaces are ready!

Getting into the adventure as"
heetch,https://www.heetch.com/,"Heetch, c’est l’appli VTC française, ouverte 24h/24 et 7j/7. Des commissions mini pour nos chauffeurs pros et du fun pour les passagers. Paiement par carte ou espèces. Dispo sur iPhone et Android","Heetch is the French VTC app, open 24/24 and 7/7. mini commissions for our pros drivers and fun for passengers. Payment by card or cash. Available on iPhone and Android"
artefact,http://www.artefact.is,,#VALUE!
popcarte,https://www.popcarte.com/,"Anniversaire, Mariage, Vœux, Vacances : célébrez tous les petits et grands moments de votre vie grâce une jolie papeterie Made in France personnalisable !","Birthday Wedding Vows, Holidays: celebrate all the small and big moments of your life with a nice stationery Customizable Made in France!"
tutosme,http://www.tutos.me,,#VALUE!
keepzelink,http://www.keepzelink.com,,#VALUE!
target2sell,http://www.target2sell.com,"Solution IA de personnalisation de site e-commerce, qui permet de proposer à chacun des visiteurs des recommandations personnalisées","Solution IA customization e-commerce site, which allows us to offer each visitor personalized recommendations"
4-roues-sous-1-parapluie,http://www.4roues-sous-1parapluie.com,"Découvrez nos visites en 2CV ! Vivez une expérience insolite avec nos balades et tours en 2CV à Paris et Bordeaux, winetours, rallyes 2CV, EVJF et locations 2CV.","Discover our tours 2CV! Experience an unusual experience with our walks and tours 2CV in Paris and Bordeaux, WineTours 2CV rallies, EVJF 2CV and rentals."
gladtrotter,http://www.gladtrotter.com,,#VALUE!
osteodesk,http://www.osteodesk.com,,#VALUE!
les-pepites-tech,http://www.lespepitestech.com,,#VALUE!
